Problem Number	Title	Slug	Difficulty	"Tags"
3329	Count Substrings With K-Frequency Characters II	count-substrings-with-k-frequency-characters-ii	Hard	"String, Sliding Window"
3313	Find the Last Marked Nodes in Tree	find-the-last-marked-nodes-in-tree	Hard	"Tree, Dynamic Programming, Depth-First Search"
3201	Find the Maximum Length of Valid Subsequence I	find-the-maximum-length-of-valid-subsequence-i	Medium	"String, Dynamic Programming, Simulation"
3316	Find Maximum Removals From Source String	find-maximum-removals-from-source-string	Medium	"String, Greedy"
3235	Check if the Rectangle Corner Is Reachable	check-if-the-rectangle-corner-is-reachable	Hard	"Graph, Simulation"
3192	Minimum Operations to Make Binary Array Elements Equal to One II	minimum-operations-to-make-binary-array-elements-equal-to-one-ii	Medium	"Array, Math, Greedy"
3190	Find Minimum Operations to Make All Elements Divisible by Three	find-minimum-operations-to-make-all-elements-divisible-by-three	Easy	"Array, Math, Greedy"
3194	Minimum Average of Smallest and Largest Elements	minimum-average-of-smallest-and-largest-elements	Easy	"Array, Math, Sorting"
3210	Find the Encrypted String	find-the-encrypted-string	Easy	"Bit Manipulation, Array"
3157	Find the Level of Tree with Minimum Sum	find-the-level-of-tree-with-minimum-sum	Medium	"Tree, Binary Tree, Breadth-First Search"
3209	Number of Subarrays With AND Value of K	number-of-subarrays-with-and-value-of-k	Hard	"Array, Bit Manipulation, Sliding Window"
3227	Vowels Game in a String	vowels-game-in-a-string	Medium	"Array, String, Prefix Sum, Binary Search"
3197	Find the Minimum Area to Cover All Ones II	find-the-minimum-area-to-cover-all-ones-ii	Hard	"Matrix, Simulation"
3176	Find the Maximum Length of a Good Subsequence I	find-the-maximum-length-of-a-good-subsequence-i	Medium	"Array, Dynamic Programming, Binary Search"
3163	String Compression III	string-compression-iii	Medium	"String, Dynamic Programming"
3170	Lexicographically Minimum String After Removing Stars	lexicographically-minimum-string-after-removing-stars	Medium	"String"
3180	Maximum Total Reward Using Operations I	maximum-total-reward-using-operations-i	Medium	"Dynamic Programming, Greedy, Array"
3125	Maximum Number That Makes Result of Bitwise AND Zero	maximum-number-that-makes-result-of-bitwise-and-zero	Medium	"Bit Manipulation"
3151	Special Array I	special-array-i	Easy	"Array, Binary Search, Enumeration"
3152	Special Array II	special-array-ii	Medium	"Array, Binary Search, String, Two Pointers"
3168	Minimum Number of Chairs in a Waiting Room	minimum-number-of-chairs-in-a-waiting-room	Easy	"Greedy, Interval, Sorting"
3184	Count Pairs That Form a Complete Day I	count-pairs-that-form-a-complete-day-i	Easy	"Counting, Math, Simulation"
3159	Find Occurrences of an Element in an Array	find-occurrences-of-an-element-in-an-array	Medium	"Array, Counting"
3142	Check if Grid Satisfies Conditions	check-if-grid-satisfies-conditions	Easy	"Array, Matrix, Simulation, Enumeration"
3154	Find Number of Ways to Reach the K-th Stair	find-number-of-ways-to-reach-the-k-th-stair	Hard	"Dynamic Programming"
3145	Find Products of Elements of Big Array	find-products-of-elements-of-big-array	Hard	"Array, Math"
3120	Count the Number of Special Characters I	count-the-number-of-special-characters-i	Easy	"String, Counting"
3122	Minimum Number of Operations to Satisfy Conditions	minimum-number-of-operations-to-satisfy-conditions	Medium	"Greedy, Dynamic Programming"
3139	Minimum Cost to Equalize Array	minimum-cost-to-equalize-array	Hard	"Array, Math, Greedy"
3127	Make a Square with the Same Color	make-a-square-with-the-same-color	Easy	"Array, Greedy, Simulation"
3136	Valid Word	valid-word	Easy	"String, Hash Table"
3148	Maximum Difference Score in a Grid	maximum-difference-score-in-a-grid	Medium	"Matrix, Greedy, Simulation"
3111	Minimum Rectangles to Cover Points	minimum-rectangles-to-cover-points	Medium	"Greedy, Array, Sort"
3128	Right Triangles	right-triangles	Medium	"Geometry, Math"
3107	Minimum Operations to Make Median of Array Equal to K	minimum-operations-to-make-median-of-array-equal-to-k	Medium	"Array, Binary Search, Greedy, Sorting"
3147	Taking Maximum Energy From the Mystic Dungeon	taking-maximum-energy-from-the-mystic-dungeon	Medium	"Array, Math, Greedy"
3101	Count Alternating Subarrays	count-alternating-subarrays	Medium	"Array, Counting, Dynamic Programming"
3115	Maximum Prime Difference	maximum-prime-difference	Medium	"Math, Number Theory"
3099	Harshad Number	harshad-number	Easy	"Hash Table, Math, Two Pointers"
3064	Guess the Number Using Bitwise Questions I	guess-the-number-using-bitwise-questions-i	Medium	"Bit Manipulation, Brainteaser"
3079	Find the Sum of Encrypted Integers	find-the-sum-of-encrypted-integers	Easy	"String, Math, Bit Manipulation"
3114	Latest Time You Can Obtain After Replacing Characters	latest-time-you-can-obtain-after-replacing-characters	Easy	"String, Greedy"
3085	Minimum Deletions to Make String K-Special	minimum-deletions-to-make-string-k-special	Medium	"String, Dynamic Programming, Greedy"
3081	Replace Question Marks in String to Minimize Its Value	replace-question-marks-in-string-to-minimize-its-value	Medium	"String, Greedy, Enumeration"
3075	Maximize Happiness of Selected Children	maximize-happiness-of-selected-children	Medium	"Greedy, Dynamic Programming"
3090	Maximum Length Substring With Two Occurrences	maximum-length-substring-with-two-occurrences	Easy	"String, Hash Table, Sliding Window"
3106	Lexicographically Smallest String After Operations With Constraint	lexicographically-smallest-string-after-operations-with-constraint	Medium	"String, Greedy"
3102	Minimize Manhattan Distances	minimize-manhattan-distances	Hard	"Array, Math, Greedy, Sort"
3084	Count Substrings Starting and Ending with Given Character	count-substrings-starting-and-ending-with-given-character	Medium	"String, Enumeration"
3100	Water Bottles II	water-bottles-ii	Medium	"Math, Simulation"
3071	Minimum Operations to Write the Letter Y on a Grid	minimum-operations-to-write-the-letter-y-on-a-grid	Medium	"String, Dynamic Programming, Simulation"
3074	Apple Redistribution into Boxes	apple-redistribution-into-boxes	Easy	"Greedy, Sorting, Array"
3023	Find Pattern in Infinite Stream I	find-pattern-in-infinite-stream-i	Medium	"Hash Table, Queue, Data Stream"
3033	Modify the Matrix	modify-the-matrix	Easy	"Array, Matrix"
3091	Apply Operations to Make Sum of Array Greater Than or Equal to k	apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k	Medium	"Array, Math"
3067	Count Pairs of Connectable Servers in a Weighted Tree Network	count-pairs-of-connectable-servers-in-a-weighted-tree-network	Medium	"Tree, Graph, Depth-First Search, Counting"
3046	Split the Array	split-the-array	Easy	"Array, Dynamic Programming"
3024	Type of Triangle	type-of-triangle	Easy	"Geometry"
3040	Maximum Number of Operations With the Same Score II	maximum-number-of-operations-with-the-same-score-ii	Medium	"Dynamic Programming, Enumeration"
3035	Maximum Palindromes After Operations	maximum-palindromes-after-operations	Medium	"String, Greedy, Hash Table, Counting"
3009	Maximum Number of Intersections on the Chart	maximum-number-of-intersections-on-the-chart	Hard	"Geometry"
3017	Count the Number of Houses at a Certain Distance II	count-the-number-of-houses-at-a-certain-distance-ii	Hard	"Graph, Breadth-First Search, Depth-First Search"
3045	Count Prefix and Suffix Pairs II	count-prefix-and-suffix-pairs-ii	Hard	"Linked List, Two Pointers, Simulation"
3008	Find Beautiful Indices in the Given Array II	find-beautiful-indices-in-the-given-array-ii	Hard	"Array, Simulation"
3020	Find the Maximum Number of Elements in Subset	find-the-maximum-number-of-elements-in-subset	Medium	"Math, Enumeration"
3041	Maximize Consecutive Elements in an Array After Modification	maximize-consecutive-elements-in-an-array-after-modification	Hard	"Array, Greedy, Sliding Window"
3031	Minimum Time to Revert Word to Initial State II	minimum-time-to-revert-word-to-initial-state-ii	Hard	"String, Simulation"
3011	Find if Array Can Be Sorted	find-if-array-can-be-sorted	Medium	"Array, Sorting, Greedy"
3036	Number of Subarrays That Match a Pattern II	number-of-subarrays-that-match-a-pattern-ii	Hard	"Array, Sliding Window, Counting"
3021	Alice and Bob Playing Flower Game	alice-and-bob-playing-flower-game	Medium	"Game Theory, Math, Probability and Statistics"
3025	Find the Number of Ways to Place People I	find-the-number-of-ways-to-place-people-i	Medium	"Combinatorics, Dynamic Programming"
3027	Find the Number of Ways to Place People II	find-the-number-of-ways-to-place-people-ii	Hard	"Dynamic Programming, Enumeration, Math"
3016	Minimum Number of Pushes to Type Word II	minimum-number-of-pushes-to-type-word-ii	Medium	"Simulation, String, Greedy"
2979	Most Expensive Item That Can Not Be Bought	most-expensive-item-that-can-not-be-bought	Medium	"Array, Greedy, Simulation"
3030	Find the Grid of Region Average	find-the-grid-of-region-average	Medium	"Matrix, Prefix Sum"
3015	Count the Number of Houses at a Certain Distance I	count-the-number-of-houses-at-a-certain-distance-i	Medium	"Array, Math, Combinatorics"
3001	Minimum Moves to Capture The Queen	minimum-moves-to-capture-the-queen	Medium	"Matrix, Breadth-First Search, Simulation"
3034	Number of Subarrays That Match a Pattern I	number-of-subarrays-that-match-a-pattern-i	Medium	"Array, Sliding Window, Hash Table"
2969	Minimum Number of Coins for Fruits II	minimum-number-of-coins-for-fruits-ii	Hard	"Array, Dynamic Programming, Greedy"
2981	Find Longest Special Substring That Occurs Thrice I	find-longest-special-substring-that-occurs-thrice-i	Medium	"String, Brute Force, Sliding Window"
3000	Maximum Area of Longest Diagonal Rectangle	maximum-area-of-longest-diagonal-rectangle	Easy	"Geometry, Dynamic Programming"
2955	Number of Same-End Substrings	number-of-same-end-substrings	Medium	"String, Hash Table, Suffix Array"
2980	Check if Bitwise OR Has Trailing Zeros	check-if-bitwise-or-has-trailing-zeros	Easy	"Bit Manipulation"
3012	Minimize Length of Array Using Operations	minimize-length-of-array-using-operations	Medium	"Array, Greedy, Hash Table"
2966	Divide Array Into Arrays With Max Difference	divide-array-into-arrays-with-max-difference	Medium	"Array, Sorting, Greedy"
3007	Maximum Number That Sum of the Prices Is Less Than or Equal to K	maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k	Medium	"Array, Greedy, Dynamic Programming"
2998	Minimum Number of Operations to Make X and Y Equal	minimum-number-of-operations-to-make-x-and-y-equal	Medium	"Greedy, Math"
2977	Minimum Cost to Convert String II	minimum-cost-to-convert-string-ii	Hard	"String, Dynamic Programming, Greedy"
2950	Number of Divisible Substrings	number-of-divisible-substrings	Medium	"String, Dynamic Programming, Math"
2996	Smallest Missing Integer Greater Than Sequential Prefix Sum	smallest-missing-integer-greater-than-sequential-prefix-sum	Easy	"Array, Math, Prefix Sum"
2941	Maximum GCD-Sum of a Subarray	maximum-gcd-sum-of-a-subarray	Hard	"Array, Math, Dynamic Programming"
2957	Remove Adjacent Almost-Equal Characters	remove-adjacent-almost-equal-characters	Medium	"String, Simulation"
3002	Maximum Size of a Set After Removals	maximum-size-of-a-set-after-removals	Medium	"Greedy, Array"
2965	Find Missing and Repeated Values	find-missing-and-repeated-values	Easy	"Array, Hash Table, Math"
2954	Count the Number of Infection Sequences	count-the-number-of-infection-sequences	Hard	"Graph, Dynamic Programming, Math"
2936	Number of Equal Numbers Blocks	number-of-equal-numbers-blocks	Medium	"Array, Counting"
2951	Find the Peaks	find-the-peaks	Easy	"Array, Simulation"
2960	Count Tested Devices After Test Operations	count-tested-devices-after-test-operations	Easy	"Array, Math, Simulation"
2948	Make Lexicographically Smallest Array by Swapping Elements	make-lexicographically-smallest-array-by-swapping-elements	Medium	"Array, Greedy, String"
2959	Number of Possible Sets of Closing Branches	number-of-possible-sets-of-closing-branches	Hard	"Math, Enumeration, Combinatorics"
2927	Distribute Candies Among Children III	distribute-candies-among-children-iii	Hard	"Simulation, Array, Greedy"
2946	Matrix Similarity After Cyclic Shifts	matrix-similarity-after-cyclic-shifts	Easy	"Matrix, Simulation"
2921	Maximum Profitable Triplets With Increasing Prices II	maximum-profitable-triplets-with-increasing-prices-ii	Hard	"Array, Dynamic Programming, Greedy, Enumerate"
2983	Palindrome Rearrangement Queries	palindrome-rearrangement-queries	Hard	"String, Hash Table, Bit Manipulation"
2933	High-Access Employees	high-access-employees	Medium	"Graph, Counting, Enumeration"
2930	Number of Strings Which Can Be Rearranged to Contain Substring	number-of-strings-which-can-be-rearranged-to-contain-substring	Medium	"String, Enumeration"
2912	Number of Ways to Reach Destination in the Grid	number-of-ways-to-reach-destination-in-the-grid	Hard	"Dynamic Programming, Shortest Path, Graph"
2942	Find Words Containing Character	find-words-containing-character	Easy	"String, Enumeration"
2932	Maximum Strong Pair XOR I	maximum-strong-pair-xor-i	Easy	"Bit Manipulation, Math, Array"
2925	Maximum Score After Applying Operations on a Tree	maximum-score-after-applying-operations-on-a-tree	Medium	"Tree, Dynamic Programming, Graph"
2934	Minimum Operations to Maximize Last Elements in Arrays	minimum-operations-to-maximize-last-elements-in-arrays	Medium	"Array, Greedy, Simulation"
2907	Maximum Profitable Triplets With Increasing Prices I	maximum-profitable-triplets-with-increasing-prices-i	Medium	"Array, Dynamic Programming, Greedy"
2926	Maximum Balanced Subsequence Sum	maximum-balanced-subsequence-sum	Hard	"Array, Dynamic Programming"
2892	Minimizing Array After Replacing Pairs With Their Product	minimizing-array-after-replacing-pairs-with-their-product	Medium	"Array, Greedy"
2899	Last Visited Integers	last-visited-integers	Easy	"Array, Hash Table, Simulation"
2913	Subarrays Distinct Element Sum of Squares I	subarrays-distinct-element-sum-of-squares-i	Easy	"Array, Hash Table, Enumeration"
2873	Maximum Value of an Ordered Triplet I	maximum-value-of-an-ordered-triplet-i	Easy	"Array, Greedy, Enumeration"
2897	Apply Operations on Array to Maximize Sum of Squares	apply-operations-on-array-to-maximize-sum-of-squares	Hard	"Array, Math, Greedy, Simulation"
2874	Maximum Value of an Ordered Triplet II	maximum-value-of-an-ordered-triplet-ii	Medium	"Array, Dynamic Programming, Sorting"
2895	Minimum Processing Time	minimum-processing-time	Medium	"Greedy, Simulation"
2865	Beautiful Towers I	beautiful-towers-i	Medium	"Array, Dynamic Programming, Greedy"
2915	Length of the Longest Subsequence That Sums to Target	length-of-the-longest-subsequence-that-sums-to-target	Medium	"Array, Dynamic Programming, Greedy, Two Pointers"
2832	Maximal Range That Each Element Is Maximum in It	maximal-range-that-each-element-is-maximum-in-it	Medium	"Array, Sliding Window, Enumeration"
2871	Split Array Into Maximum Number of Subarrays	split-array-into-maximum-number-of-subarrays	Medium	"Array, Dynamic Programming, Greedy"
2846	Minimum Edge Weight Equilibrium Queries in a Tree	minimum-edge-weight-equilibrium-queries-in-a-tree	Hard	"Tree, Graph, Binary Tree, Binary Search Tree, Minimum Spanning Tree"
2862	Maximum Element-Sum of a Complete Subset of Indices	maximum-element-sum-of-a-complete-subset-of-indices	Hard	"Array, Dynamic Programming, Greedy"
